county,precinct,hd,sd,pres_harris,pres_trump,pres_dem2p,house_dem,house_rep,house_dem2p,delta,has_metric,dem_name,undervote,sen_dem,sen_rep,sen_dem2p,sen_delta,sen_dem_name,sen_undervote
Curry,3,1,1,190.0,201.0,48.59,189.0,208.0,47.61,-0.98,true,Cecil,-1.5,174,224,43.72,-4.87,Preciado-McAlister,-1.8
Curry,4,1,1,64.0,140.0,31.37,59.0,146.0,28.78,-2.59,true,Cecil,-0.5,50,144,25.77,-5.6,Preciado-McAlister,4.9
Curry,5,1,1,346.0,284.0,54.92,346.0,293.0,54.15,-0.77,true,Cecil,-1.4,323,314,50.71,-4.21,Preciado-McAlister,-1.1
Curry,6,1,1,298.0,190.0,61.07,283.0,194.0,59.33,-1.74,true,Cecil,2.3,270,209,56.37,-4.7,Preciado-McAlister,1.8
Curry,7,1,1,164.0,87.0,65.34,164.0,87.0,65.34,0.0,true,Cecil,0.0,150,102,59.52,-5.82,Preciado-McAlister,-0.4
Curry,8,1,1,193.0,289.0,40.04,173.0,302.0,36.42,-3.62,true,Cecil,1.5,161,311,34.11,-5.93,Preciado-McAlister,2.1
Curry,9,1,1,310.0,486.0,38.94,283.0,501.0,36.1,-2.84,true,Cecil,1.5,258,522,33.08,-5.86,Preciado-McAlister,2.0
Curry,10,1,1,218.0,279.0,43.86,208.0,288.0,41.94,-1.92,true,Cecil,0.2,193,301,39.07,-4.79,Preciado-McAlister,0.6
Curry,11,1,1,318.0,437.0,42.12,287.0,458.0,38.52,-3.6,true,Cecil,1.3,265,474,35.86,-6.26,Preciado-McAlister,2.1
Curry,12,1,1,88.0,132.0,40.0,80.0,143.0,35.87,-4.13,true,Cecil,-1.4,78,142,35.45,-4.55,Preciado-McAlister,0.0
Curry,13,1,1,82.0,160.0,33.88,73.0,162.0,31.06,-2.82,true,Cecil,2.9,70,166,29.66,-4.22,Preciado-McAlister,2.5
Curry,14,1,1,98.0,220.0,30.82,93.0,223.0,29.43,-1.39,true,Cecil,0.6,91,229,28.44,-2.38,Preciado-McAlister,-0.6
Curry,15,1,1,174.0,253.0,40.75,162.0,253.0,39.04,-1.71,true,Cecil,2.8,142,269,34.55,-6.2,Preciado-McAlister,3.7
Curry,16,1,1,474.0,736.0,39.17,442.0,751.0,37.05,-2.12,true,Cecil,1.4,426,769,35.65,-3.52,Preciado-McAlister,1.2
Curry,17,1,1,644.0,879.0,42.28,594.0,902.0,39.71,-2.57,true,Cecil,1.8,547,944,36.69,-5.59,Preciado-McAlister,2.1
Curry,18,1,1,169.0,241.0,41.22,152.0,247.0,38.1,-3.12,true,Cecil,2.7,142,250,36.22,-5.0,Preciado-McAlister,4.4
Curry,19,1,1,216.0,457.0,32.1,206.0,457.0,31.07,-1.03,true,Cecil,1.5,193,465,29.33,-2.77,Preciado-McAlister,2.2
Curry,20,1,1,133.0,226.0,37.05,114.0,234.0,32.76,-4.29,true,Cecil,3.1,104,234,30.77,-6.28,Preciado-McAlister,5.8
Curry,21,1,1,109.0,171.0,38.93,93.0,181.0,33.94,-4.99,true,Cecil,2.1,84,181,31.7,-7.23,Preciado-McAlister,5.4
Curry,22,1,1,183.0,269.0,40.49,176.0,262.0,40.18,-0.31,true,Cecil,3.1,167,269,38.3,-2.19,Preciado-McAlister,3.5
Curry,23,1,1,186.0,244.0,43.26,165.0,264.0,38.46,-4.8,true,Cecil,0.2,158,271,36.83,-6.43,Preciado-McAlister,0.2
Curry,24,1,1,221.0,287.0,43.5,201.0,295.0,40.52,-2.98,true,Cecil,2.4,189,302,38.49,-5.01,Preciado-McAlister,3.3
Curry,25,1,1,213.0,288.0,42.51,202.0,284.0,41.56,-0.95,true,Cecil,3.0,193,294,39.63,-2.88,Preciado-McAlister,2.8
Curry,26,1,1,327.0,466.0,41.24,303.0,476.0,38.9,-2.34,true,Cecil,1.8,290,483,37.52,-3.72,Preciado-McAlister,2.5
Curry,27,1,1,109.0,207.0,34.49,103.0,209.0,33.01,-1.48,true,Cecil,1.3,94,214,30.52,-3.97,Preciado-McAlister,2.5
Deschutes,1,53,27,1910.0,429.0,81.66,1808.0,522.0,77.6,-4.06,true,Levy,0.4,1834.0,507.0,78.34,-3.32,Broadman,-0.1
Deschutes,2,54,27,1824.0,1234.0,59.65,,,,,false,,,1729.0,1319.0,56.73,-2.92,Broadman,0.3
Deschutes,3,54,27,3191.0,675.0,82.54,,,,,false,,,3015.0,803.0,78.97,-3.57,Broadman,1.2
Deschutes,4,54,27,2303.0,770.0,74.94,,,,,false,,,2175.0,827.0,72.45,-2.49,Broadman,2.3
Deschutes,5,54,27,2731.0,1483.0,64.81,,,,,false,,,2605.0,1596.0,62.01,-2.8,Broadman,0.3
Deschutes,6,53,27,1802.0,848.0,68.0,1750.0,846.0,67.41,-0.59,true,Levy,2.0,1751.0,873.0,66.73,-1.27,Broadman,1.0
Deschutes,7,53,27,1139.0,287.0,79.87,1090.0,304.0,78.19,-1.68,true,Levy,2.2,1096.0,316.0,77.62,-2.25,Broadman,1.0
Deschutes,8,54,27,534.0,256.0,67.59,,,,,false,,,486.0,308.0,61.21,-6.38,Broadman,-0.5
Deschutes,9,54,27,1180.0,665.0,63.96,,,,,false,,,1147.0,669.0,63.16,-0.8,Broadman,1.6
Deschutes,10,60,30,5.0,31.0,13.89,,,,,false,,,,,,,,
Deschutes,11,53,27,988.0,395.0,71.44,931.0,444.0,67.71,-3.73,true,Levy,0.6,947.0,451.0,67.74,-3.7,Broadman,-1.1
Deschutes,12,53,27,329.0,393.0,45.57,294.0,420.0,41.18,-4.39,true,Levy,1.1,299.0,423.0,41.41,-4.16,Broadman,0.0
Deschutes,13,53,27,1388.0,1543.0,47.36,1312.0,1587.0,45.26,-2.1,true,Levy,1.1,1324.0,1599.0,45.3,-2.06,Broadman,0.3
Deschutes,14,53,27,716.0,804.0,47.11,677.0,847.0,44.42,-2.69,true,Levy,-0.3,691.0,844.0,45.02,-2.09,Broadman,-1.0
Deschutes,15,59,30,1190.0,1079.0,52.45,949.0,1251.0,43.14,-9.31,true,Samp,3.0,,,,,,
Deschutes,16,55,28,836.0,472.0,63.91,683.0,557.0,55.08,-8.83,true,Williamson,5.2,751.0,528.0,58.72,-5.19,Gutridge,2.2
Deschutes,17,53,27,2507.0,3187.0,44.03,2459.0,3163.0,43.74,-0.29,true,Levy,1.3,2434.0,3201.0,43.19,-0.84,Broadman,1.0
Deschutes,18,59,30,947.0,2224.0,29.86,799.0,2248.0,26.22,-3.64,true,Samp,3.9,,,,,,
Deschutes,19,53,27,362.0,705.0,33.93,328.0,702.0,31.84,-2.09,true,Levy,3.5,344.0,691.0,33.24,-0.69,Broadman,3.0
Deschutes,20,53,27,2643.0,1891.0,58.29,2537.0,1922.0,56.9,-1.39,true,Levy,1.7,2541.0,1957.0,56.49,-1.8,Broadman,0.8
Deschutes,21,55,28,1155.0,1653.0,41.13,974.0,1731.0,36.01,-5.12,true,Williamson,3.7,1033.0,1754.0,37.06,-4.07,Gutridge,0.7
Deschutes,22,53,27,192.0,110.0,63.58,171.0,132.0,56.44,-7.14,true,Levy,-0.3,171.0,132.0,56.44,-7.14,Broadman,-0.3
Deschutes,23,55,28,468.0,903.0,34.14,427.0,888.0,32.47,-1.67,true,Williamson,4.1,454.0,886.0,33.88,-0.26,Gutridge,2.3
Deschutes,24,55,28,253.0,649.0,28.05,218.0,639.0,25.44,-2.61,true,Williamson,5.0,234.0,634.0,26.96,-1.09,Gutridge,3.8
Deschutes,25,54,27,2597.0,1426.0,64.55,,,,,false,,,2508.0,1483.0,62.84,-1.71,Broadman,0.8
Deschutes,26,53,27,1478.0,970.0,60.38,1394.0,1006.0,58.08,-2.3,true,Levy,2.0,1386.0,1023.0,57.53,-2.85,Broadman,1.6
Deschutes,27,54,27,1872.0,408.0,82.11,,,,,false,,,1785.0,487.0,78.57,-3.54,Broadman,0.4
Deschutes,28,59,30,1253.0,1690.0,42.58,1106.0,1743.0,38.82,-3.76,true,Samp,3.2,,,,,,
Deschutes,29,59,30,1806.0,2754.0,39.61,1584.0,2803.0,36.11,-3.5,true,Samp,3.8,,,,,,
Deschutes,30,53,27,1502.0,1014.0,59.7,1429.0,1076.0,57.05,-2.65,true,Levy,0.4,1433.0,1087.0,56.87,-2.83,Broadman,-0.2
Deschutes,31,53,27,1347.0,1574.0,46.11,1249.0,1640.0,43.23,-2.88,true,Levy,1.1,1242.0,1661.0,42.78,-3.33,Broadman,0.6
Deschutes,32,54,27,1587.0,726.0,68.61,,,,,false,,,1533.0,729.0,67.77,-0.84,Broadman,2.2
Deschutes,33,54,27,2003.0,1439.0,58.19,,,,,false,,,1913.0,1526.0,55.63,-2.56,Broadman,0.1
Deschutes,34,54,27,1813.0,1255.0,59.09,,,,,false,,,1733.0,1271.0,57.69,-1.4,Broadman,2.1
Deschutes,35,53,27,3178.0,1103.0,74.23,2905.0,1338.0,68.47,-5.76,true,Levy,0.9,2926.0,1344.0,68.52,-5.71,Broadman,0.3
Deschutes,36,53,27,2243.0,2982.0,42.93,2206.0,2978.0,42.55,-0.38,true,Levy,0.8,2202.0,3006.0,42.28,-0.65,Broadman,0.3
Deschutes,37,53,27,600.0,516.0,53.76,549.0,563.0,49.37,-4.39,true,Levy,0.4,564.0,559.0,50.22,-3.54,Broadman,-0.6
Deschutes,38,55,28,760.0,623.0,54.95,661.0,663.0,49.92,-5.03,true,Williamson,4.3,689.0,675.0,50.51,-4.44,Gutridge,1.4
Deschutes,39,55,28,2155.0,3042.0,41.47,1908.0,3075.0,38.29,-3.18,true,Williamson,4.1,1995.0,3074.0,39.36,-2.11,Gutridge,2.5
Deschutes,40,55,28,377.0,772.0,32.81,323.0,745.0,30.24,-2.57,true,Williamson,7.0,342.0,752.0,31.26,-1.55,Gutridge,4.8
Deschutes,41,59,30,316.0,322.0,49.53,260.0,363.0,41.73,-7.8,true,Samp,2.4,,,,,,
Deschutes,42,55,28,1480.0,1771.0,45.52,1316.0,1807.0,42.14,-3.38,true,Williamson,3.9,1396.0,1800.0,43.68,-1.84,Gutridge,1.7
Deschutes,43,55,28,1093.0,1531.0,41.65,912.0,1608.0,36.19,-5.46,true,Williamson,4.0,985.0,1602.0,38.07,-3.58,Gutridge,1.4
Deschutes,44,54,27,1818.0,1184.0,60.56,,,,,false,,,1732.0,1247.0,58.14,-2.42,Broadman,0.8
Deschutes,45,53,27,523.0,361.0,59.16,488.0,385.0,55.9,-3.26,true,Levy,1.2,494.0,385.0,56.2,-2.96,Broadman,0.6
Deschutes,46,54,27,2352.0,1116.0,67.82,,,,,false,,,2262.0,1195.0,65.43,-2.39,Broadman,0.3
Deschutes,47,54,27,1981.0,732.0,73.02,,,,,false,,,1810.0,886.0,67.14,-5.88,Broadman,0.6
Deschutes,48,59,30,658.0,1672.0,28.24,542.0,1710.0,24.07,-4.17,true,Samp,3.3,,,,,,
Deschutes,49,53,27,313.0,189.0,62.35,289.0,207.0,58.27,-4.08,true,Levy,1.2,290.0,212.0,57.77,-4.58,Broadman,0.0
Deschutes,50,55,28,410.0,992.0,29.24,371.0,950.0,28.08,-1.16,true,Williamson,5.8,392.0,959.0,29.02,-0.22,Gutridge,3.6
Douglas,01,9,5,309.0,607.0,33.73,256.0,658.0,28.01,-5.72,true,Mrkvicka,0.2,291.0,633.0,31.49,-2.24,Beaudreau,-0.9
Douglas,02,2,1,253.0,506.0,33.33,234.0,521.0,30.99,-2.34,true,Warren,0.5,219.0,519.0,29.67,-3.66,Preciado-McAlister,2.8
Douglas,03,9,5,919.0,1306.0,41.3,735.0,1475.0,33.26,-8.04,true,Mrkvicka,0.7,823.0,1400.0,37.02,-4.28,Beaudreau,0.1
Douglas,04,2,1,1171.0,2897.0,28.79,1059.0,2952.0,26.4,-2.39,true,Warren,1.4,1025.0,2986.0,25.55,-3.24,Preciado-McAlister,1.4
Douglas,05,2,1,1001.0,2915.0,25.56,859.0,2968.0,22.45,-3.11,true,Warren,2.3,838.0,2979.0,21.95,-3.61,Preciado-McAlister,2.5
Douglas,06,2,1,1002.0,2256.0,30.76,859.0,2326.0,26.97,-3.79,true,Warren,2.2,831.0,2354.0,26.09,-4.67,Preciado-McAlister,2.2
Douglas,07,2,1,1136.0,1771.0,39.08,946.0,1841.0,33.94,-5.14,true,Warren,4.1,914.0,1885.0,32.65,-6.43,Preciado-McAlister,3.7
Douglas,08,1,1,927.0,2593.0,26.34,891.0,2491.0,26.35,0.01,true,Cecil,3.9,798.0,2595.0,23.52,-2.82,Preciado-McAlister,3.6
Douglas,09,2,1,1120.0,1621.0,40.86,957.0,1699.0,36.03,-4.83,true,Warren,3.1,916.0,1738.0,34.51,-6.35,Preciado-McAlister,3.2
Douglas,10,2,1,63.0,62.0,50.4,60.0,66.0,47.62,-2.78,true,Warren,-0.8,55.0,73.0,42.97,-7.43,Preciado-McAlister,-2.4
Douglas,11,2,1,150.0,333.0,31.06,139.0,329.0,29.7,-1.36,true,Warren,3.1,129.0,338.0,27.62,-3.44,Preciado-McAlister,3.3
Douglas,12,1,1,1021.0,2677.0,27.61,890.0,2723.0,24.63,-2.98,true,Cecil,2.3,816.0,2807.0,22.52,-5.09,Preciado-McAlister,2.0
Douglas,13,2,1,1093.0,2672.0,29.03,883.0,2812.0,23.9,-5.13,true,Warren,1.9,869.0,2834.0,23.47,-5.56,Preciado-McAlister,1.6
Douglas,14,2,1,137.0,380.0,26.5,137.0,375.0,26.76,0.26,true,Warren,1.0,129.0,389.0,24.9,-1.6,Preciado-McAlister,-0.2
Douglas,15,2,1,168.0,339.0,33.14,156.0,333.0,31.9,-1.24,true,Warren,3.6,152.0,338.0,31.02,-2.12,Preciado-McAlister,3.4
Douglas,16,4,2,684.0,2215.0,23.59,732.0,2132.0,25.56,1.97,true,Chasm,1.2,654.0,2185.0,23.04,-0.55,Thompson,2.1
Douglas,17,2,1,1379.0,3197.0,30.14,1171.0,3279.0,26.31,-3.83,true,Warren,2.8,1156.0,3300.0,25.94,-4.2,Preciado-McAlister,2.6
Douglas,18,2,1,1090.0,1681.0,39.34,974.0,1706.0,36.34,-3.0,true,Warren,3.3,948.0,1725.0,35.47,-3.87,Preciado-McAlister,3.5
Douglas,19,1,1,546.0,1716.0,24.14,540.0,1675.0,24.38,0.24,true,Cecil,2.1,472.0,1734.0,21.4,-2.74,Preciado-McAlister,2.5
Douglas,20,2,1,951.0,2688.0,26.13,836.0,2710.0,23.58,-2.55,true,Warren,2.6,794.0,2749.0,22.41,-3.72,Preciado-McAlister,2.6
Douglas,21,4,2,260.0,746.0,25.84,260.0,721.0,26.5,0.66,true,Chasm,2.5,236.0,747.0,24.01,-1.83,Thompson,2.3
Douglas,22,2,1,1154.0,1575.0,42.29,1044.0,1621.0,39.17,-3.12,true,Warren,2.3,1012.0,1649.0,38.03,-4.26,Preciado-McAlister,2.5
Douglas,23,1,1,391.0,1045.0,27.23,355.0,1033.0,25.58,-1.65,true,Cecil,3.3,319.0,1078.0,22.83,-4.4,Preciado-McAlister,2.7
Douglas,24,1,1,398.0,967.0,29.16,376.0,974.0,27.85,-1.31,true,Cecil,1.1,338.0,1004.0,25.19,-3.97,Preciado-McAlister,1.7
Douglas,25,4,2,242.0,557.0,30.29,239.0,548.0,30.37,0.08,true,Chasm,1.5,232.0,545.0,29.86,-0.43,Thompson,2.8
Douglas,26,2,1,483.0,1208.0,28.56,422.0,1236.0,25.45,-3.11,true,Warren,2.0,400.0,1256.0,24.15,-4.41,Preciado-McAlister,2.1
Douglas,27,4,2,81.0,275.0,22.75,92.0,258.0,26.29,3.54,true,Chasm,1.7,80.0,263.0,23.32,0.57,Thompson,3.7
Douglas,28,4,2,118.0,329.0,26.4,112.0,328.0,25.45,-0.95,true,Chasm,1.6,118.0,321.0,26.88,0.48,Thompson,1.8
Douglas,29,1,1,139.0,427.0,24.56,124.0,429.0,22.42,-2.14,true,Cecil,2.3,115.0,441.0,20.68,-3.88,Preciado-McAlister,1.8
Gilliam,#1,57,29,93,373,19.96,,,,,false,,,,,,,,
Gilliam,#6,57,29,87,190,31.41,,,,,false,,,,,,,,
Gilliam,#7,57,29,111,242,31.44,,,,,false,,,,,,,,
Grant,John Day,60,30,574.0,2296.0,20.0,,,,,false,,,,,,,,
Grant,Long Creek,60,30,46.0,210.0,17.97,,,,,false,,,,,,,,
Grant,North Fork,60,30,51.0,196.0,20.65,,,,,false,,,,,,,,
Grant,South Fork,60,30,51.0,163.0,23.83,,,,,false,,,,,,,,
Grant,Union,60,30,94.0,625.0,13.07,,,,,false,,,,,,,,
Harney,21,60,30,334.0,977.0,25.48,,,,,false,,,,,,,,
Harney,25,60,30,192.0,639.0,23.1,,,,,false,,,,,,,,
Harney,26,60,30,271.0,1691.0,13.81,,,,,false,,,,,,,,
Hood River,1,52,,1218,337,78.33,1131,438,72.08,-6.25,true,Walden Poublon,-0.9,,,,,,
Hood River,2,52,,1564,437,78.16,1438,563,71.86,-6.3,true,Walden Poublon,0.0,,,,,,
Hood River,3,52,,689,161,81.06,618,210,74.64,-6.42,true,Walden Poublon,2.6,,,,,,
Hood River,4,52,,1194,408,74.53,1077,519,67.48,-7.05,true,Walden Poublon,0.4,,,,,,
Hood River,5,52,,519,372,58.25,470,428,52.34,-5.91,true,Walden Poublon,-0.8,,,,,,
Hood River,6,52,,605,273,68.91,543,351,60.74,-8.17,true,Walden Poublon,-1.8,,,,,,
Hood River,7,52,,349,221,61.23,301,277,52.08,-9.15,true,Walden Poublon,-1.4,,,,,,
Hood River,8,52,,321,214,60.0,266,277,48.99,-11.01,true,Walden Poublon,-1.5,,,,,,
Hood River,9,52,,104,97,51.74,89,109,44.95,-6.79,true,Walden Poublon,1.5,,,,,,
Hood River,10,52,,422,342,55.24,383,389,49.61,-5.63,true,Walden Poublon,-1.0,,,,,,
Hood River,11,52,,535,350,60.45,473,412,53.45,-7.0,true,Walden Poublon,0.0,,,,,,
Hood River,12,52,,348,335,50.95,316,384,45.14,-5.81,true,Walden Poublon,-2.5,,,,,,
Hood River,13,52,,496,307,61.77,442,350,55.81,-5.96,true,Walden Poublon,1.4,,,,,,
Jackson,1,5,3,3021.0,392.0,88.51,2972.0,407.0,87.96,-0.55,true,Marsh,1.0,0,0,,,,
Jackson,2,5,3,3052.0,595.0,83.69,3012.0,570.0,84.09,0.4,true,Marsh,1.8,0,0,,,,
Jackson,3,56,28,160.0,532.0,23.12,0.0,560.0,0.0,-23.12,false,,19.1,148,529,21.86,-1.26,Gutridge,2.2
Jackson,4,4,2,792.0,1637.0,32.61,691.0,1631.0,29.76,-2.85,true,Chasm,4.4,706,1644,30.04,-2.57,Thompson,3.3
Jackson,5,4,2,1318.0,2240.0,37.04,1180.0,2276.0,34.14,-2.9,true,Chasm,2.9,1204,2286,34.5,-2.54,Thompson,1.9
Jackson,6,4,2,840.0,1480.0,36.21,764.0,1458.0,34.38,-1.83,true,Chasm,4.2,777,1474,34.52,-1.69,Thompson,3.0
Jackson,7,4,2,493.0,1031.0,32.35,419.0,1058.0,28.37,-3.98,true,Chasm,3.1,442,1055,29.53,-2.82,Thompson,1.8
Jackson,8,56,28,727.0,2124.0,25.5,0.0,2280.0,0.0,-25.5,false,,20.0,664,2108,23.95,-1.55,Gutridge,2.8
Jackson,9,4,2,222.0,448.0,33.13,202.0,426.0,32.17,-0.96,true,Chasm,6.3,205,445,31.54,-1.59,Thompson,3.0
Jackson,10,5,3,1318.0,903.0,59.34,1262.0,951.0,57.03,-2.31,true,Marsh,0.4,0,0,,,,
Jackson,11,6,3,1604.0,2385.0,40.21,1401.0,2536.0,35.59,-4.62,true,Caballero,1.3,0,0,,,,
Jackson,12,6,3,1551.0,1878.0,45.23,1338.0,2068.0,39.28,-5.95,true,Caballero,0.7,0,0,,,,
Jackson,13,6,3,1659.0,1916.0,46.41,1355.0,2193.0,38.19,-8.22,true,Caballero,0.8,0,0,,,,
Jackson,14,6,3,908.0,1030.0,46.85,776.0,1148.0,40.33,-6.52,true,Caballero,0.7,0,0,,,,
Jackson,15,6,3,2155.0,1594.0,57.48,1945.0,1798.0,51.96,-5.52,true,Caballero,0.2,0,0,,,,
Jackson,16,5,3,2285.0,1896.0,54.65,2216.0,1892.0,53.94,-0.71,true,Marsh,1.7,0,0,,,,
Jackson,17,5,3,1696.0,2266.0,42.81,1634.0,2229.0,42.3,-0.51,true,Marsh,2.5,0,0,,,,
Jackson,18,6,3,1019.0,1204.0,45.84,992.0,1214.0,44.97,-0.87,true,Caballero,0.8,0,0,,,,
Jackson,19,6,3,1016.0,984.0,50.8,945.0,997.0,48.66,-2.14,true,Caballero,2.9,0,0,,,,
Jackson,20,6,3,1421.0,1696.0,45.59,1339.0,1721.0,43.76,-1.83,true,Caballero,1.8,0,0,,,,
Jackson,21,6,3,749.0,972.0,43.52,683.0,999.0,40.61,-2.91,true,Caballero,2.3,0,0,,,,
Jackson,22,5,3,1172.0,957.0,55.05,1171.0,944.0,55.37,0.32,true,Marsh,0.7,0,0,,,,
Jackson,23,4,2,441.0,806.0,35.36,402.0,789.0,33.75,-1.61,true,Chasm,4.5,419,789,34.69,-0.67,Thompson,3.1
Jackson,24,56,28,534.0,1219.0,30.46,0.0,1290.0,0.0,-30.46,false,,26.4,472,1209,28.08,-2.38,Gutridge,4.1
Jackson,25,5,3,2267.0,865.0,72.38,2262.0,847.0,72.76,0.38,true,Marsh,0.7,0,0,,,,
Jackson,26,5,3,2005.0,952.0,67.81,1970.0,962.0,67.19,-0.62,true,Marsh,0.8,0,0,,,,
Jackson,27,56,28,136.0,402.0,25.28,0.0,428.0,0.0,-25.28,false,,20.4,130,401,24.48,-0.8,Gutridge,1.3
Jackson,28,56,28,525.0,1552.0,25.28,0.0,1593.0,0.0,-25.28,false,,23.3,477,1548,23.56,-1.72,Gutridge,2.5
Jackson,29,5,3,408.0,670.0,37.85,398.0,674.0,37.13,-0.72,true,Marsh,0.6,0,0,,,,
Jackson,30,56,28,59.0,152.0,27.96,0.0,156.0,0.0,-27.96,false,,26.1,61,152,28.64,0.68,Gutridge,-0.9
Jackson,31,56,28,238.0,858.0,21.72,0.0,877.0,0.0,-21.72,false,,20.0,230,862,21.06,-0.66,Gutridge,0.4
Jackson,32,5,3,585.0,908.0,39.18,579.0,888.0,39.47,0.29,true,Marsh,1.7,0,0,,,,
Jackson,33,4,2,818.0,1163.0,41.29,745.0,1213.0,38.05,-3.24,true,Chasm,1.2,753,1218,38.2,-3.09,Thompson,0.5
Jackson,34,56,28,341.0,1261.0,21.29,0.0,1240.0,0.0,-21.29,false,,22.6,320,1253,20.34,-0.95,Gutridge,1.8
Jackson,35,5,3,954.0,1306.0,42.21,916.0,1315.0,41.06,-1.15,true,Marsh,1.3,0,0,,,,
Jackson,36,56,28,1014.0,2206.0,31.49,0.0,2401.0,0.0,-31.49,false,,25.4,972,2131,31.32,-0.17,Gutridge,3.6
Jackson,37,5,3,721.0,397.0,64.49,713.0,409.0,63.55,-0.94,true,Marsh,-0.4,0,0,,,,
Jackson,38,56,28,307.0,643.0,32.32,0.0,696.0,0.0,-32.32,false,,26.7,258,654,28.29,-4.03,Gutridge,4.0
Jackson,39,5,3,1068.0,1178.0,47.55,1059.0,1137.0,48.22,0.67,true,Marsh,2.2,0,0,,,,
Jackson,40,56,28,447.0,1284.0,25.82,0.0,1308.0,0.0,-25.82,false,,24.4,386,1282,23.14,-2.68,Gutridge,3.6
Jackson,41,4,2,1210.0,2811.0,30.09,1102.0,2812.0,28.16,-1.93,true,Chasm,2.7,1112,2832,28.19,-1.9,Thompson,1.9
Jackson,42,4,2,458.0,1286.0,26.26,440.0,1257.0,25.93,-0.33,true,Chasm,2.7,433,1278,25.31,-0.95,Thompson,1.9
Jackson,43,4,2,521.0,1133.0,31.5,462.0,1141.0,28.82,-2.68,true,Chasm,3.1,469,1143,29.09,-2.41,Thompson,2.5
Jackson,44,4,2,944.0,2161.0,30.4,873.0,2150.0,28.88,-1.52,true,Chasm,2.6,888,2167,29.07,-1.33,Thompson,1.6
Jackson,45,5,3,146.0,196.0,42.69,158.0,197.0,44.51,1.82,true,Marsh,-3.8,0,0,,,,
Jackson,46,5,3,2846.0,374.0,88.39,2815.0,394.0,87.72,-0.67,true,Marsh,0.3,0,0,,,,
Jackson,47,5,3,2185.0,327.0,86.98,2163.0,337.0,86.52,-0.46,true,Marsh,0.5,0,0,,,,
Jackson,48,56,28,853.0,1688.0,33.57,0.0,1919.0,0.0,-33.57,false,,24.5,740,1743,29.8,-3.77,Gutridge,2.3
Jackson,49,6,3,1650.0,2063.0,44.44,1515.0,2122.0,41.66,-2.78,true,Caballero,2.0,0,0,,,,
Jackson,50,6,3,1206.0,1722.0,41.19,1119.0,1761.0,38.85,-2.34,true,Caballero,1.6,0,0,,,,
Jefferson,Agency Plains,57,29,89.0,321.0,21.71,,,,,false,,,,,,,,
Jefferson,Ashwood,59,30,8.0,20.0,28.57,8,23,25.81,-2.76,false,Samp,-10.7,,,,,,
Jefferson,Camp Sherman,59,30,152.0,73.0,67.56,126,87,59.15,-8.41,true,Samp,5.3,,,,,,
Jefferson,Central,59,30,243.0,571.0,29.85,194,605,24.28,-5.57,true,Samp,1.8,,,,,,
Jefferson,Circle M,59,30,37.0,105.0,26.06,28,109,20.44,-5.62,true,Samp,3.5,,,,,,
Jefferson,Crooked River Ranch,59,30,948.0,2230.0,29.83,819,2262,26.58,-3.25,true,Samp,3.1,,,,,,
Jefferson,Culver,59,30,189.0,507.0,27.16,173,496,25.86,-1.3,true,Samp,3.9,,,,,,
Jefferson,East Madras,59,30,650.0,928.0,41.19,569,945,37.58,-3.61,true,Samp,4.1,,,,,,
Jefferson,Haystack,59,30,234.0,865.0,21.29,195,861,18.47,-2.82,true,Samp,3.9,,,,,,
Jefferson,Kutcher,59,30,26.0,88.0,22.81,22,88,20.0,-2.81,true,Samp,3.5,,,,,,
Jefferson,Lyle Gap,59,30,4.0,13.0,23.53,3,12,20.0,-3.53,false,Samp,11.8,,,,,,
Jefferson,Metolius,59,30,141.0,264.0,34.81,144,250,36.55,1.74,true,Samp,2.7,,,,,,
Jefferson,Round Butte,59,30,99.0,337.0,22.71,79,340,18.85,-3.86,true,Samp,3.9,,,,,,
Jefferson,Sunset,59,30,182.0,356.0,33.83,146,379,27.81,-6.02,true,Samp,2.4,,,,,,
Jefferson,Suttle Lake,59,30,4.0,11.0,26.67,5,10,33.33,6.66,false,Samp,0.0,,,,,,
Jefferson,Warm Springs,57,29,522.0,107.0,82.99,,,,,false,,,,,,,,
Jefferson,West Madras,59,30,413.0,658.0,38.56,379,662,36.41,-2.15,true,Samp,2.8,,,,,,
Josephine,1,3,2,1498.0,1910.0,43.96,1162.0,1937.0,37.5,-6.46,true,Seligman,9.1,1455,1870,43.76,-0.2,Thompson,2.4
Josephine,2,3,2,1693.0,3112.0,35.23,1340.0,3088.0,30.26,-4.97,true,Seligman,7.8,1598,3004,34.72,-0.51,Thompson,4.2
Josephine,3,3,2,616.0,886.0,41.01,486.0,893.0,35.24,-5.77,true,Seligman,8.2,595,859,40.92,-0.09,Thompson,3.2
Josephine,4,3,2,525.0,647.0,44.8,419.0,650.0,39.2,-5.6,true,Seligman,8.8,495,636,43.77,-1.03,Thompson,3.5
Josephine,5,3,2,568.0,854.0,39.94,475.0,836.0,36.23,-3.71,true,Seligman,7.8,554,810,40.62,0.68,Thompson,4.1
Josephine,6,3,2,316.0,567.0,35.79,238.0,556.0,29.97,-5.82,true,Seligman,10.1,287,552,34.21,-1.58,Thompson,5.0
Josephine,7,3,2,791.0,1147.0,40.82,662.0,1122.0,37.11,-3.71,true,Seligman,7.9,758,1104,40.71,-0.11,Thompson,3.9
