county,precinct,hd,sd,pres_harris,pres_trump,pres_dem2p,house_dem,house_rep,house_dem2p,delta,has_metric,dem_name,undervote,sen_dem,sen_rep,sen_dem2p,sen_delta,sen_dem_name,sen_undervote
Multnomah,5007,50,25,2896,2367,55.03,2814,2286,55.18,0.15,True,Ruiz,3.1,2829,2270,55.48,0.45,Gorsek,3.1
Multnomah,5008,50,25,2503,2513,49.9,2382,2485,48.94,-0.96,True,Ruiz,3.0,2431,2425,50.06,0.16,Gorsek,3.2
Multnomah,5009,50,25,72,118,37.89,69,120,36.51,-1.38,True,Ruiz,0.5,71,121,36.98,-0.91,Gorsek,-1.1
Multnomah,5201,52,,981,1133,46.4,820,1221,40.18,-6.22,True,Walden Poublon,3.5,,,,,,
Multnomah,5202,52,,1908,2246,45.93,1636,2373,40.81,-5.12,True,Walden Poublon,3.5,,,,,,
Clackamas,100,39,,51,30,62.96,46,27,63.01,0.05,True,Dobson,9.9,,,,,,
Clackamas,101,39,,3242,2466,56.8,2871,2550,52.96,-3.84,True,Dobson,5.0,,,,,,
Clackamas,102,48,,598,681,46.76,537,654,45.09,-1.67,True,H. Nguyen,6.9,,,,,,
Clackamas,103,39,,1535,1168,56.79,1311,1289,50.42,-6.37,True,Dobson,3.8,,,,,,
Clackamas,104,48,,10,13,43.48,10,12,45.45,,False,H. Nguyen,4.3,,,,,,
Clackamas,105,39,,2231,1759,55.91,1900,1929,49.62,-6.29,True,Dobson,4.0,,,,,,
Clackamas,106,51,,975,1941,33.44,,,,,False,,,,,,,,
Clackamas,107,51,,740,1079,40.68,,,,,False,,,,,,,,
Clackamas,108,51,,1815,2562,41.47,,,,,False,,,,,,,,
Clackamas,109,52,,0,0,,0,0,,,False,Walden Poublon,,,,,,,
Clackamas,111,18,9,1403,3245,30.19,1194,3200,27.17,-3.02,True,Dow,5.5,1258,3140,28.6,-1.59,Ashland,5.4
